Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,longitude,latitude,Location
2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Indoor,45,144.96553,-37.79671,POINT (144.9655339 -37.79670704)
2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96553,-37.79671,POINT (144.9655339 -37.79670704)
2019,203,109358,109358,832-834 Swanston Street CARLTON 3053,Carlton,Brother Bull,4511,Cafes and Restaurants,Seats - Indoor,42,144.9649,-37.79668,POINT (144.9649 -37.79668018)
2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.96575,-37.79726,POINT (144.9657543 -37.7972554)
2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.96575,-37.79726,POINT (144.9657543 -37.7972554)
2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,The Longing Flavour,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783,POINT (144.9651744 -37.79783266)
2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783,POINT (144.9651744 -37.79783266)
2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96517,-37.79783,POINT (144.9651744 -37.79783266)
2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Indoor,17,144.96526,-37.79872,POINT (144.9652569 -37.79872084)
2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96526,-37.79872,POINT (144.9652569 -37.79872084)
2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.96489,-37.79947,POINT (144.9648929 -37.79947022)
2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96489,-37.79947,POINT (144.9648929 -37.79947022)
2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,Claypot Kingdom,4511,Cafes and Restaurants,Seats - Indoor,40,144.96476,-37.799,POINT (144.964765 -37.79900074)
2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Indoor,32,144.96476,-37.799,POINT (144.964765 -37.79900074)
2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96476,-37.799,POINT (144.964765 -37.79900074)
2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Indoor,70,144.96673,-37.79886,POINT (144.9667282 -37.79886147)
2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96673,-37.79886,POINT (144.9667282 -37.79886147)
2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Indoor,33,144.9663,-37.79881,POINT (144.9662956 -37.79881347)
2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9663,-37.79881,POINT (144.9662956 -37.79881347)
2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Indoor,35,144.96656,-37.80046,POINT (144.9665585 -37.80045651)
2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96656,-37.80046,POINT (144.9665585 -37.80045651)
2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.9666,-37.80042,POINT (144.9666043 -37.8004191)
2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9666,-37.80042,POINT (144.9666043 -37.8004191)
2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96672,-37.80019,POINT (144.9667162 -37.8001906)
2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96672,-37.80019,POINT (144.9667162 -37.8001906)
2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Indoor,60,144.96674,-37.80005,POINT (144.966741 -37.80004561)
2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Outdoor,55,144.96674,-37.80005,POINT (144.966741 -37.80004561)
2019,206,106125,106125,241 Lygon Street CARLTON 3053,Carlton,New Zealand Natural Ice Cream,4512,Takeaway Food Services,Seats - Outdoor,16,144.96679,-37.79978,POINT (144.9667859 -37.79978268)
2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Indoor,38,144.96683,-37.79954,POINT (144.9668269 -37.79954246)
2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96683,-37.79954,POINT (144.9668269 -37.79954246)
2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.96684,-37.79948,POINT (144.966838 -37.79947759)
2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Outdoor,56,144.96684,-37.79948,POINT (144.966838 -37.79947759)
2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Indoor,29,144.96687,-37.7993,POINT (144.9668688 -37.7992972)
2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Outdoor,45,144.96687,-37.7993,POINT (144.9668688 -37.7992972)
2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Indoor,50,144.96709,-37.79822,POINT (144.96709 -37.79822119)
2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96709,-37.79822,POINT (144.96709 -37.79822119)
2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Indoor,125,144.96708,-37.79818,POINT (144.9670779 -37.79817984)
2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96708,-37.79818,POINT (144.9670779 -37.79817984)
2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Indoor,80,144.96713,-37.79777,POINT (144.9671258 -37.79777442)
2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96713,-37.79777,POINT (144.9671258 -37.79777442)
2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Indoor,35,144.96715,-37.79764,POINT (144.9671481 -37.79764336)
2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96715,-37.79764,POINT (144.9671481 -37.79764336)
2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Indoor,120,144.96717,-37.79751,POINT (144.967172 -37.79751051)
2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96717,-37.79751,POINT (144.967172 -37.79751051)
2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Indoor,39,144.96723,-37.79735,POINT (144.9672262 -37.79734792)
2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96723,-37.79735,POINT (144.9672262 -37.79734792)
2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Indoor,35,144.96638,-37.79686,POINT (144.966378 -37.79685795)
2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96638,-37.79686,POINT (144.966378 -37.79685795)
2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Indoor,30,144.96921,-37.79477,POINT (144.9692079 -37.79476837)
2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96921,-37.79477,POINT (144.9692079 -37.79476837)
2019,212,111336,106170,570 Lygon Street CARLTON 3053,Carlton,Chong Quing,4511,Cafes and Restaurants,Seats - Indoor,66,144.96904,-37.79314,POINT (144.9690409 -37.79313881)
2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Indoor,48,144.97077,-37.79366,POINT (144.9707672 -37.79366093)
2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Outdoor,22,144.97077,-37.79366,POINT (144.9707672 -37.79366093)
2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Indoor,20,144.96816,-37.79698,POINT (144.9681639 -37.79698197)
2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Outdoor,6,144.96816,-37.79698,POINT (144.9681639 -37.79698197)
2019,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Green Man's Arms,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96781,-37.79695,POINT (144.9678124 -37.79694534)
2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Indoor,36,144.96981,-37.79715,POINT (144.9698102 -37.7971508)
2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96981,-37.79715,POINT (144.9698102 -37.7971508)
2019,215,108197,108197,401 Rathdowne Street CARLTON 3053,Carlton,Shompen,4511,Cafes and Restaurants,Seats - Indoor,22,144.97032,-37.79692,POINT (144.9703211 -37.79692163)
2019,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,The Beaufort,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.97043,-37.79652,POINT (144.9704269 -37.79652044)
2019,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,The Moor's Head,4511,Cafes and Restaurants,Seats - Indoor,32,144.96927,-37.79771,POINT (144.9692712 -37.79771074)
2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96927,-37.79778,POINT (144.9692674 -37.79777658)
2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Indoor,21,144.96927,-37.79778,POINT (144.9692674 -37.79777658)
2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Indoor,24,144.96929,-37.79758,POINT (144.9692946 -37.79758051)
2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96929,-37.79758,POINT (144.9692946 -37.79758051)
2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849,-37.79838,POINT (144.9684924 -37.79837969)
2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Indoor,60,144.96849,-37.79838,POINT (144.9684924 -37.79837969)
2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Indoor,300,144.96871,-37.79751,POINT (144.9687075 -37.79750604)
2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96871,-37.79751,POINT (144.9687075 -37.79750604)
2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Indoor,10,144.96821,-37.79746,POINT (144.9682085 -37.79746375)
2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Outdoor,5,144.96821,-37.79746,POINT (144.9682085 -37.79746375)
2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Indoor,110,144.96784,-37.79851,POINT (144.9678379 -37.79850641)
2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Outdoor,86,144.96784,-37.79851,POINT (144.9678379 -37.79850641)
2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Indoor,40,144.96802,-37.79844,POINT (144.9680154 -37.79843714)
2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96802,-37.79844,POINT (144.9680154 -37.79843714)
2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Indoor,2,144.96849,-37.79857,POINT (144.9684899 -37.79857376)
2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96849,-37.79857,POINT (144.9684899 -37.79857376)
2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Indoor,126,144.96859,-37.79858,POINT (144.9685857 -37.79858388)
2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96859,-37.79858,POINT (144.9685857 -37.79858388)
2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Indoor,125,144.96776,-37.79763,POINT (144.9677569 -37.79763356)
2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96776,-37.79763,POINT (144.9677569 -37.79763356)
2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Indoor,300,144.96815,-37.79804,POINT (144.9681482 -37.79804118)
2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Outdoor,100,144.96815,-37.79804,POINT (144.9681482 -37.79804118)
2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96764,-37.79828,POINT (144.9676437 -37.79828029)
2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96764,-37.79828,POINT (144.9676437 -37.79828029)
2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96763,-37.79833,POINT (144.9676347 -37.79832947)
2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96763,-37.79833,POINT (144.9676347 -37.79832947)
2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Indoor,60,144.96838,-37.79753,POINT (144.9683843 -37.79752921)
2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96838,-37.79753,POINT (144.9683843 -37.79752921)
2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Indoor,80,144.96838,-37.79769,POINT (144.9683829 -37.79769188)
2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Outdoor,25,144.96838,-37.79769,POINT (144.9683829 -37.79769188)
2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96844,-37.79899,POINT (144.9684443 -37.79898519)
2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Indoor,60,144.96844,-37.79899,POINT (144.9684443 -37.79898519)
2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,76,144.9678,-37.799,POINT (144.9678012 -37.79900268)
2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9678,-37.799,POINT (144.9678012 -37.79900268)
2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Indoor,180,144.96788,-37.8006,POINT (144.96788 -37.80059708)
2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96788,-37.8006,POINT (144.96788 -37.80059708)
2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Indoor,56,144.96753,-37.79887,POINT (144.9675257 -37.79887064)
2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96753,-37.79887,POINT (144.9675257 -37.79887064)
2019,218,106200,106200,344 Lygon Street CARLTON 3053,Carlton,Boost Juice,4512,Takeaway Food Services,Seats - Outdoor,4,144.9675,-37.799,POINT (144.9675042 -37.79900008)
2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Indoor,4,144.96749,-37.79916,POINT (144.9674929 -37.79916376)
2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Outdoor,16,144.96749,-37.79916,POINT (144.9674929 -37.79916376)
2019,218,106206,106206,326-328 Lygon Street CARLTON 3053,Carlton,DOC Espresso,4511,Cafes and Restaurants,Seats - Indoor,50,144.96747,-37.79932,POINT (144.9674737 -37.79932154)
2019,218,106206,106206,326-328 Lygon Street CARLTON 3053,Carlton,DOC Espresso,4511,Cafes and Restaurants,Seats - Outdoor,60,144.96747,-37.79932,POINT (144.9674737 -37.79932154)
2019,218,106209,106209,320 Lygon Street CARLTON 3053,Carlton,Donnini's,4511,Cafes and Restaurants,Seats - Indoor,70,144.9675,-37.79954,POINT (144.9674979 -37.79953962)
2019,218,106209,106209,320 Lygon Street CARLTON 3053,Carlton,Donnini's,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9675,-37.79954,POINT (144.9674979 -37.79953962)
2019,218,106210,106210,316-318 Lygon Street CARLTON 3053,Carlton,Copperwood,4511,Cafes and Restaurants,Seats - Indoor,160,144.96759,-37.79963,POINT (144.9675889 -37.79962582)
2019,218,106210,106210,316-318 Lygon Street CARLTON 3053,Carlton,Copperwood,4511,Cafes and Restaurants,Seats - Outdoor,33,144.96759,-37.79963,POINT (144.9675889 -37.79962582)
2019,218,106212,106212,306-308 Lygon Street CARLTON 3053,Carlton,St. Charly,4511,Cafes and Restaurants,Seats - Indoor,64,144.96742,-37.79979,POINT (144.9674204 -37.79978718)
2019,218,106212,106212,306-308 Lygon Street CARLTON 3053,Carlton,St. Charly,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96742,-37.79979,POINT (144.9674204 -37.79978718)
2019,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96738,-37.79999,POINT (144.9673763 -37.79998582)
2019,219,108188,108188,319-323 Rathdowne Street CARLTON 3053,Carlton,East Imperial,4511,Cafes and Restaurants,Seats - Indoor,100,144.96988,-37.79918,POINT (144.9698815 -37.79918349)
2019,223,103086,103086,109 Elgin Street CARLTON 3053,Carlton,Abla's Restaurant,4511,Cafes and Restaurants,Seats - Indoor,75,144.97103,-37.79781,POINT (144.9710324 -37.79781055)
2019,224,108247,108247,114-116 Rathdowne Street CARLTON 3053,Carlton,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Indoor,50,144.97088,-37.79696,POINT (144.9708848 -37.79695591)
2019,224,108247,108247,114-116 Rathdowne Street CARLTON 3053,Carlton,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97088,-37.79696,POINT (144.9708848 -37.79695591)
2019,225,108238,108238,154-156 Rathdowne Street CARLTON 3053,Carlton,Carlton Wok,4512,Takeaway Food Services,Seats - Indoor,24,144.97107,-37.79586,POINT (144.9710741 -37.79585696)
2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Bloom Coffee Bar,4511,Cafes and Restaurants,Seats - Indoor,22,144.97104,-37.79605,POINT (144.9710396 -37.79604573)
2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Bloom Coffee Bar,4511,Cafes and Restaurants,Seats - Outdoor,6,144.97104,-37.79605,POINT (144.9710396 -37.79604573)
2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Ziyka,4511,Cafes and Restaurants,Seats - Indoor,8,144.97104,-37.79605,POINT (144.9710396 -37.79604573)
2019,226,108228,108228,180 Rathdowne Street CARLTON 3053,Carlton,Osc&r On Rathdowne,4511,Cafes and Restaurants,Seats - Indoor,30,144.97119,-37.79514,POINT (144.9711906 -37.79514438)
2019,226,108228,108228,180 Rathdowne Street CARLTON 3053,Carlton,Osc&r On Rathdowne,4511,Cafes and Restaurants,Seats - Outdoor,6,144.97119,-37.79514,POINT (144.9711906 -37.79514438)
2019,226,108229,108229,178 Rathdowne Street CARLTON 3053,Carlton,Sushi Ten,4511,Cafes and Restaurants,Seats - Indoor,26,144.97118,-37.79519,POINT (144.971183 -37.79518796)
2019,226,108230,108230,176 Rathdowne Street CARLTON 3053,Carlton,Bangkok Rain,4511,Cafes and Restaurants,Seats - Indoor,23,144.97118,-37.79523,POINT (144.9711753 -37.79523236)
2019,226,108230,108230,176 Rathdowne Street CARLTON 3053,Carlton,Bangkok Rain,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97118,-37.79523,POINT (144.9711753 -37.79523236)
2019,226,108231,108231,174 Rathdowne Street CARLTON 3053,Carlton,Zikya Pizza Cottage,4512,Takeaway Food Services,Seats - Indoor,15,144.97117,-37.79528,POINT (144.9711673 -37.79527819)
2019,226,108232,108232,172 Rathdowne Street CARLTON 3053,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.97116,-37.79532,POINT (144.9711596 -37.79532249)
2019,226,108232,108232,172 Rathdowne Street CARLTON 3053,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97116,-37.79532,POINT (144.9711596 -37.79532249)
2019,226,108233,108233,168-170 Rathdowne Street CARLTON 3053,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Indoor,75,144.97115,-37.79538,POINT (144.9711494 -37.79538114)
2019,226,108233,108233,168-170 Rathdowne Street CARLTON 3053,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Outdoor,9,144.97115,-37.79538,POINT (144.9711494 -37.79538114)
2019,226,108234,108234,166 Rathdowne Street CARLTON 3053,Carlton,Moretons Brasserie,4511,Cafes and Restaurants,Seats - Indoor,38,144.97114,-37.79544,POINT (144.97114 -37.79543526)
2019,226,108235,108235,164 Rathdowne Street CARLTON 3053,Carlton,Cure Bar & Eatery,4511,Cafes and Restaurants,Seats - Indoor,35,144.97113,-37.79548,POINT (144.9711327 -37.79547664)
2019,226,108236,108236,160-162 Rathdowne Street CARLTON 3053,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Indoor,20,144.97112,-37.79554,POINT (144.9711223 -37.79553641)
2019,226,108236,108236,160-162 Rathdowne Street CARLTON 3053,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97112,-37.79554,POINT (144.9711223 -37.79553641)
2019,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,75,144.97339,-37.79303,POINT (144.9733876 -37.7930328)
2019,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.97339,-37.79303,POINT (144.9733876 -37.7930328)
2019,230,106969,106969,237-239 Nicholson Street CARLTON 3053,Carlton,French Lettuce,4512,Takeaway Food Services,Seats - Indoor,12,144.97514,-37.7944,POINT (144.975135 -37.79439861)
2019,230,106969,106969,237-239 Nicholson Street CARLTON 3053,Carlton,French Lettuce,4512,Takeaway Food Services,Seats - Outdoor,9,144.97514,-37.7944,POINT (144.975135 -37.79439861)
2019,232,106944,106944,161-163 Nicholson Street CARLTON 3053,Carlton,Ethos Foodstore,4511,Cafes and Restaurants,Seats - Indoor,60,144.9748,-37.79639,POINT (144.9748022 -37.79638855)
2019,232,106956,106956,191 Nicholson Street CARLTON 3053,Carlton,Scopri Italian Food & Wine,4511,Cafes and Restaurants,Seats - Indoor,60,144.97492,-37.79569,POINT (144.9749216 -37.79568673)
