Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,longitude,latitude,Location
2019,254,106087,106087,123-125 Lygon Street CARLTON 3053,Carlton,Mercadante Pizza,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96603,-37.80409,POINT (144.9660337 -37.80409022)
2019,254,106090,106090,135-137 Lygon Street CARLTON 3053,Carlton,Universal Pizza,4511,Cafes and Restaurants,Seats - Indoor,60,144.96608,-37.80391,POINT (144.966076 -37.80391014)
2019,254,106090,106090,135-137 Lygon Street CARLTON 3053,Carlton,Universal Pizza,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96608,-37.80391,POINT (144.966076 -37.80391014)
2019,254,106091,106091,139-141 Lygon Street CARLTON 3053,Carlton,Universal Pizza,4511,Cafes and Restaurants,Seats - Outdoor,60,144.96609,-37.80385,POINT (144.9660867 -37.80384761)
2019,254,106091,106091,139-141 Lygon Street CARLTON 3053,Carlton,Universal Pizza,4511,Cafes and Restaurants,Seats - Indoor,100,144.96609,-37.80385,POINT (144.9660867 -37.80384761)
2019,254,106092,106092,143-145 Lygon Street CARLTON 3053,Carlton,The Balcony Shisha Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9661,-37.80378,POINT (144.9660976 -37.80378401)
2019,254,106092,106092,143-145 Lygon Street CARLTON 3053,Carlton,No. 143 Lygon,4511,Cafes and Restaurants,Seats - Indoor,60,144.9661,-37.80378,POINT (144.9660976 -37.80378401)
2019,254,106092,106092,143-145 Lygon Street CARLTON 3053,Carlton,No. 143 Lygon,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9661,-37.80378,POINT (144.9660976 -37.80378401)
2019,254,106094,106094,147 Lygon Street CARLTON 3053,Carlton,Mad Hare,4511,Cafes and Restaurants,Seats - Indoor,18,144.96611,-37.80373,POINT (144.9661064 -37.80373285)
2019,254,106094,106094,147 Lygon Street CARLTON 3053,Carlton,Mad Hare,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96611,-37.80373,POINT (144.9661064 -37.80373285)
2019,254,106095,106095,149 Lygon Street CARLTON 3053,Carlton,Tank Fish And Chippery,4511,Cafes and Restaurants,Seats - Indoor,20,144.96611,-37.8037,POINT (144.9661123 -37.80369885)
2019,254,106095,106095,149 Lygon Street CARLTON 3053,Carlton,Tank Fish And Chippery,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96611,-37.8037,POINT (144.9661123 -37.80369885)
2019,254,106096,106096,151 Lygon Street CARLTON 3053,Carlton,Tank Fish And Chippery,4511,Cafes and Restaurants,Seats - Indoor,20,144.96612,-37.80366,POINT (144.9661185 -37.80366227)
2019,254,106096,106096,151 Lygon Street CARLTON 3053,Carlton,Tank Fish And Chippery,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96612,-37.80366,POINT (144.9661185 -37.80366227)
2019,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Hotel Lincoln,4520,"Pubs, Taverns and Bars",Seats - Indoor,62,144.96451,-37.80449,POINT (144.9645059 -37.80448536)
2019,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Hotel Lincoln,4520,"Pubs, Taverns and Bars",Seats - Outdoor,32,144.96451,-37.80449,POINT (144.9645059 -37.80448536)
2019,255,107541,107541,95-125 Pelham Street CARLTON 3053,Carlton,Mid Square Coffee,4512,Takeaway Food Services,Seats - Indoor,12,144.96442,-37.80282,POINT (144.964422 -37.80282176)
2019,255,109366,109366,127-135 Pelham Street CARLTON 3053,Carlton,127 Cafe Go,4511,Cafes and Restaurants,Seats - Indoor,42,144.96395,-37.80277,POINT (144.9639452 -37.80276993)
2019,255,594107,594107,522-536 Swanston Street CARLTON 3053,Carlton,Cross Roads Carlton,4511,Cafes and Restaurants,Seats - Indoor,45,144.96364,-37.80431,POINT (144.9636398 -37.80430718)
2019,256,108026,108026,210 Queensberry Street CARLTON 3053,Carlton,The Queensberry Pour House,4511,Cafes and Restaurants,Seats - Indoor,26,144.96203,-37.80421,POINT (144.9620271 -37.80421339)
2019,256,108026,108026,210 Queensberry Street CARLTON 3053,Carlton,The Queensberry Pour House,4511,Cafes and Restaurants,Seats - Outdoor,2,144.96203,-37.80421,POINT (144.9620271 -37.80421339)
2019,256,109323,109323,607-621 Swanston Street CARLTON 3053,Carlton,Wokks,4511,Cafes and Restaurants,Seats - Indoor,80,144.96296,-37.80404,POINT (144.9629645 -37.80404263)
2019,256,109323,109323,607-621 Swanston Street CARLTON 3053,Carlton,The Wonder Beans,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96296,-37.80404,POINT (144.9629645 -37.80404263)
2019,256,109323,109323,607-621 Swanston Street CARLTON 3053,Carlton,The Wonder Beans,4511,Cafes and Restaurants,Seats - Indoor,25,144.96296,-37.80404,POINT (144.9629645 -37.80404263)
2019,256,518847,518847,19-21 Lincoln Square South CARLTON 3053,Carlton,Kaprica,4511,Cafes and Restaurants,Seats - Indoor,60,144.96278,-37.80336,POINT (144.9627809 -37.80336205)
2019,256,518847,518847,19-21 Lincoln Square South CARLTON 3053,Carlton,Kaprica,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96278,-37.80336,POINT (144.9627809 -37.80336205)
2019,257,101248,101248,139-143 Bouverie Street CARLTON 3053,Carlton,Cafe Tre Sette,4511,Cafes and Restaurants,Seats - Indoor,42,144.9617,-37.80322,POINT (144.9616992 -37.80322394)
2019,257,101248,101248,139-143 Bouverie Street CARLTON 3053,Carlton,Cafe Tre Sette,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9617,-37.80322,POINT (144.9616992 -37.80322394)
2019,257,105523,105523,108-128 Leicester Street CARLTON 3053,Carlton,Stovetop,4511,Cafes and Restaurants,Seats - Indoor,70,144.96104,-37.80335,POINT (144.961044 -37.80334797)
2019,257,105523,105523,108-128 Leicester Street CARLTON 3053,Carlton,Stovetop,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96104,-37.80335,POINT (144.961044 -37.80334797)
2019,257,108024,108024,224-252 Queensberry Street CARLTON 3053,Carlton,Refuel Catering,4511,Cafes and Restaurants,Seats - Indoor,40,144.96097,-37.80393,POINT (144.9609658 -37.80392835)
2019,257,525988,525988,165 Pelham Street CARLTON 3053,Carlton,Mama Tsai,4511,Cafes and Restaurants,Seats - Indoor,28,144.96107,-37.80239,POINT (144.9610729 -37.80239254)
2019,257,525988,525988,165 Pelham Street CARLTON 3053,Carlton,Mama Tsai,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96107,-37.80239,POINT (144.9610729 -37.80239254)
2019,257,525989,525989,163 Pelham Street CARLTON 3053,Carlton,Momo Sushi Melbourne,4512,Takeaway Food Services,Seats - Indoor,10,144.96113,-37.8024,POINT (144.961131 -37.80239893)
2019,257,525991,525991,159 Pelham Street CARLTON 3053,Carlton,Briscola Espresso,4511,Cafes and Restaurants,Seats - Indoor,30,144.96126,-37.80241,POINT (144.9612607 -37.80241321)
2019,257,525991,525991,159 Pelham Street CARLTON 3053,Carlton,Briscola Espresso,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96126,-37.80241,POINT (144.9612607 -37.80241321)
2019,257,525992,525992,157 Pelham Street CARLTON 3053,Carlton,Briscola Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.96134,-37.80242,POINT (144.9613351 -37.80242139)
2019,257,525992,525992,157 Pelham Street CARLTON 3053,Carlton,Briscola Cafe,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96134,-37.80242,POINT (144.9613351 -37.80242139)
2019,258,568077,568077,179-201 Pelham Street CARLTON 3053,Carlton,Porta Via,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96006,-37.80242,POINT (144.9600552 -37.80241811)
2019,258,592858,592858,127-133 Leicester Street CARLTON 3053,Carlton,Bar Scopa,4511,Cafes and Restaurants,Seats - Indoor,14,144.96021,-37.8029,POINT (144.9602109 -37.80290284)
2019,258,592858,592858,127-133 Leicester Street CARLTON 3053,Carlton,Bar Scopa,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96021,-37.8029,POINT (144.9602109 -37.80290284)
2019,259,101061,101061,106-114 Berkeley Street CARLTON 3053,Carlton,Seven Seeds,4511,Cafes and Restaurants,Seats - Indoor,90,144.95913,-37.80288,POINT (144.9591271 -37.80287781)
2019,260,103268,103268,660-674 Elizabeth Street MELBOURNE 3000,Carlton,Duke Pizza,4512,Takeaway Food Services,Seats - Indoor,8,144.9585,-37.80279,POINT (144.9584959 -37.80279165)
2019,260,103272,103272,642-644 Elizabeth Street MELBOURNE 3000,Carlton,Arabesque,4511,Cafes and Restaurants,Seats - Outdoor,13,144.95861,-37.80329,POINT (144.9586143 -37.80328698)
2019,260,103272,103272,642-644 Elizabeth Street MELBOURNE 3000,Carlton,Arabesque,4511,Cafes and Restaurants,Seats - Indoor,80,144.95861,-37.80329,POINT (144.9586143 -37.80328698)
2019,260,103276,103276,614-616 Elizabeth Street MELBOURNE 3000,Carlton,The Last Jar,4520,"Pubs, Taverns and Bars",Seats - Indoor,90,144.95891,-37.80388,POINT (144.9589087 -37.80388137)
2019,261,103290,103290,520-522 Elizabeth Street MELBOURNE 3000,Carlton,Lien Lien Cafe,4511,Cafes and Restaurants,Seats - Indoor,36,144.95975,-37.80579,POINT (144.9597547 -37.80579196)
2019,262,107874,107874,255-259 Queensberry Street CARLTON 3053,Carlton,Red Capsicum,4511,Cafes and Restaurants,Seats - Indoor,40,144.96004,-37.80442,POINT (144.9600381 -37.8044181)
2019,262,107874,107874,255-259 Queensberry Street CARLTON 3053,Carlton,Red Capsicum,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96004,-37.80442,POINT (144.9600381 -37.8044181)
2019,263,101243,101243,71-79 Bouverie Street CARLTON 3053,Carlton,Humble Rays,4511,Cafes and Restaurants,Seats - Indoor,60,144.96141,-37.80478,POINT (144.961409 -37.80478096)
2019,263,101243,101243,71-79 Bouverie Street CARLTON 3053,Carlton,Humble Rays,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96141,-37.80478,POINT (144.961409 -37.80478096)
2019,263,107870,107870,225-227 Queensberry Street CARLTON 3053,Carlton,Book Coffee Print Workshop,4512,Takeaway Food Services,Seats - Indoor,12,144.96122,-37.80453,POINT (144.9612162 -37.80453238)
2019,263,563936,563936,194-208 Victoria Street CARLTON 3053,Carlton,Brother Dough,4511,Cafes and Restaurants,Seats - Indoor,71,144.96066,-37.80608,POINT (144.9606615 -37.80608438)
2019,264,109322,109322,593-597 Swanston Street CARLTON 3053,Carlton,Queensberry Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96291,-37.80475,POINT (144.9629073 -37.80475288)
2019,265,101581,101581,55 Cardigan Street CARLTON 3053,Carlton,Mr Bello,4512,Takeaway Food Services,Seats - Indoor,20,144.96428,-37.80544,POINT (144.9642777 -37.80543829)
2019,265,101581,101581,55 Cardigan Street CARLTON 3053,Carlton,Mr Bello,4512,Takeaway Food Services,Seats - Outdoor,12,144.96428,-37.80544,POINT (144.9642777 -37.80543829)
2019,265,101588,101588,73-81 Cardigan Street CARLTON 3053,Carlton,Cream & Crumbs,4512,Takeaway Food Services,Seats - Indoor,14,144.96436,-37.80506,POINT (144.964361 -37.80505648)
2019,265,101592,101592,87 Cardigan Street CARLTON 3053,Carlton,Woodside Green,4512,Takeaway Food Services,Seats - Indoor,18,144.96445,-37.80486,POINT (144.9644472 -37.8048614)
2019,265,101592,101592,87 Cardigan Street CARLTON 3053,Carlton,Woodside Green,4512,Takeaway Food Services,Seats - Outdoor,18,144.96445,-37.80486,POINT (144.9644472 -37.8048614)
2019,265,109377,109377,514-520 Swanston Street CARLTON 3053,Carlton,Kitchen 520,4511,Cafes and Restaurants,Seats - Indoor,38,144.96353,-37.80484,POINT (144.9635329 -37.8048373)
2019,265,109384,109384,462-468 Swanston Street CARLTON 3053,Carlton,The Big Mama,4511,Cafes and Restaurants,Seats - Indoor,48,144.96333,-37.80601,POINT (144.9633297 -37.80600874)
2019,265,109384,109384,462-468 Swanston Street CARLTON 3053,Carlton,The Big Mama,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96333,-37.80601,POINT (144.9633297 -37.80600874)
2019,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Cafe Crema,4511,Cafes and Restaurants,Seats - Indoor,30,144.96354,-37.80559,POINT (144.9635429 -37.80558706)
2019,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Arrow On Swanston,4400,Accommodation,Seats - Indoor,100,144.96354,-37.80559,POINT (144.9635429 -37.80558706)
2019,265,664021,664021,23-37 Cardigan Street CARLTON 3053,Carlton,Coffee On Cardigan,4511,Cafes and Restaurants,Seats - Indoor,20,144.96396,-37.80593,POINT (144.9639571 -37.8059264)
2019,265,664021,664021,23-37 Cardigan Street CARLTON 3053,Carlton,Coffee On Cardigan,4511,Cafes and Restaurants,Seats - Outdoor,68,144.96396,-37.80593,POINT (144.9639571 -37.8059264)
2019,266,106076,106076,1-7 Lygon Street CARLTON 3053,Carlton,Tam Tam,4511,Cafes and Restaurants,Seats - Indoor,40,144.96564,-37.80674,POINT (144.9656388 -37.80673954)
2019,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,The Curtin,4520,"Pubs, Taverns and Bars",Seats - Indoor,71,144.9657,-37.8062,POINT (144.9656986 -37.80619946)
2019,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,The Curtin,4520,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.9657,-37.8062,POINT (144.9656986 -37.80619946)
2019,266,109851,109851,74 Victoria Street CARLTON 3053,Carlton,Chinger Biang Biang Noodle,4511,Cafes and Restaurants,Seats - Indoor,20,144.96535,-37.8067,POINT (144.9653524 -37.80670077)
2019,266,111078,111078,16-26 Orr Street CARLTON 3053,Carlton,Hi Chong Qing Cafe & Noodle Bar,4511,Cafes and Restaurants,Seats - Indoor,28,144.9654,-37.80634,POINT (144.9654006 -37.80634035)
2019,266,111078,111078,16-26 Orr Street CARLTON 3053,Carlton,Hi Chong Qing Cafe & Noodle Bar,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9654,-37.80634,POINT (144.9654006 -37.80634035)
2019,266,534003,534003,70 Victoria Street CARLTON 3053,Carlton,Dragonball Dumpling,4512,Takeaway Food Services,Seats - Indoor,20,144.96547,-37.80671,POINT (144.9654727 -37.80671425)
2019,266,534005,534005,68 Victoria Street CARLTON 3053,Carlton,Carlton Megabytes,4511,Cafes and Restaurants,Seats - Indoor,33,144.96553,-37.80672,POINT (144.9655266 -37.80671592)
2019,266,534005,534005,68 Victoria Street CARLTON 3053,Carlton,Carlton Megabytes,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96553,-37.80672,POINT (144.9655266 -37.80671592)
2019,267,106252,106252,56-62 Lygon Street CARLTON 3053,Carlton,Artee Cafe,4511,Cafes and Restaurants,Seats - Indoor,42,144.96644,-37.80567,POINT (144.9664418 -37.8056696)
2019,267,106252,106252,56-62 Lygon Street CARLTON 3053,Carlton,Artee Cafe,4511,Cafes and Restaurants,Seats - Outdoor,7,144.96644,-37.80567,POINT (144.9664418 -37.8056696)
2019,268,108154,108153,49 Rathdowne Street CARLTON 3053,Carlton,Epocha Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96856,-37.80577,POINT (144.9685626 -37.80576973)
2019,268,108154,108153,49 Rathdowne Street CARLTON 3053,Carlton,Epocha Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96856,-37.80577,POINT (144.9685626 -37.80576973)
2019,274,107697,107696,400 Royal Parade CARLTON NORTH 3054,Carlton,Carlton Cafe,4511,Cafes and Restaurants,Seats - Indoor,70,144.96155,-37.78506,POINT (144.9615502 -37.78506303)
2019,1101,108845,108845,33-71C Spencer Street DOCKLANDS 3008,Docklands,RAB Bar & Restaurant,4511,Cafes and Restaurants,Seats - Indoor,30,144.9542,-37.82019,POINT (144.9542032 -37.82019423)
2019,1101,108847,108847,285-313 Spencer Street DOCKLANDS 3008,Docklands,Code 3,4511,Cafes and Restaurants,Seats - Indoor,30,144.95102,-37.81381,POINT (144.9510174 -37.81380833)
2019,1101,108847,108847,285-313 Spencer Street DOCKLANDS 3008,Docklands,Ichi Maki,4512,Takeaway Food Services,Seats - Indoor,12,144.95102,-37.81381,POINT (144.9510174 -37.81380833)
2019,1101,108847,108847,285-313 Spencer Street DOCKLANDS 3008,Docklands,Code 3,4511,Cafes and Restaurants,Seats - Outdoor,66,144.95102,-37.81381,POINT (144.9510174 -37.81380833)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Hunger Game,4511,Cafes and Restaurants,Seats - Indoor,26,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Pie Face,4512,Takeaway Food Services,Seats - Indoor,17,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Grill'd,4511,Cafes and Restaurants,Seats - Indoor,88,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Red Rooster,4512,Takeaway Food Services,Seats - Indoor,36,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,In A Rush Espresso,4511,Cafes and Restaurants,Seats - Indoor,40,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Grains Galore Bakery & Kebabs,4512,Takeaway Food Services,Seats - Indoor,12,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Southern Asian Cuisine,4511,Cafes and Restaurants,Seats - Indoor,43,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Gaslight Project,4511,Cafes and Restaurants,Seats - Indoor,30,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Velluto,4511,Cafes and Restaurants,Seats - Indoor,20,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Spanish Doughnuts,4512,Takeaway Food Services,Seats - Indoor,20,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Mad Mex,4511,Cafes and Restaurants,Seats - Indoor,38,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Red Rooster 2,4512,Takeaway Food Services,Seats - Indoor,18,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Hungry Jack's,4511,Cafes and Restaurants,Seats - Indoor,100,144.9522,-37.81843,POINT (144.9522041 -37.81843099)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Theobroma Chocolate Lounge,4511,Cafes and Restaurants,Seats - Indoor,46,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Theobroma Chocolate Lounge,4511,Cafes and Restaurants,Seats - Outdoor,40,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Hanger Cafe Spencer Street,4511,Cafes and Restaurants,Seats - Indoor,98,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,The Coffee Club,4511,Cafes and Restaurants,Seats - Indoor,70,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Starbucks,4511,Cafes and Restaurants,Seats - Indoor,53,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Starbucks,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Pasquale,4511,Cafes and Restaurants,Seats - Indoor,16,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Schnitz,4511,Cafes and Restaurants,Seats - Indoor,50,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Genki Express,4512,Takeaway Food Services,Seats - Indoor,12,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Degani @ Southern Cross Station,4511,Cafes and Restaurants,Seats - Indoor,45,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Pie Face,4511,Cafes and Restaurants,Seats - Indoor,40,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Subway,4512,Takeaway Food Services,Seats - Indoor,18,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Hungry Jacks,4511,Cafes and Restaurants,Seats - Indoor,52,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Coffee Rush,4511,Cafes and Restaurants,Seats - Indoor,13,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Coffee Rush,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95056,-37.8145,POINT (144.95056 -37.81450443)
2019,1101,110845,110845,641-679 Collins Street DOCKLANDS 3008,Docklands,Espresso Hub,4511,Cafes and Restaurants,Seats - Indoor,60,144.95307,-37.81968,POINT (144.9530654 -37.8196843)
2019,1101,110845,110845,641-679 Collins Street DOCKLANDS 3008,Docklands,Espresso Hub,4511,Cafes and Restaurants,Seats - Outdoor,32,144.95307,-37.81968,POINT (144.9530654 -37.8196843)
2019,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafe 198,4511,Cafes and Restaurants,Seats - Indoor,12,144.94494,-37.81399,POINT (144.9449383 -37.81399456)
2019,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafe 198,4511,Cafes and Restaurants,Seats - Outdoor,8,144.94494,-37.81399,POINT (144.9449383 -37.81399456)
2019,1102,611576,611576,1010 La Trobe Street DOCKLANDS 3008,Docklands,Coffee n' all Customs House,4511,Cafes and Restaurants,Seats - Indoor,80,144.94538,-37.81455,POINT (144.9453778 -37.81455321)
2019,1102,611576,611576,1010 La Trobe Street DOCKLANDS 3008,Docklands,Coffee n' all Customs House,4511,Cafes and Restaurants,Seats - Outdoor,36,144.94538,-37.81455,POINT (144.9453778 -37.81455321)
2019,1102,631646,631646,990 La Trobe Street DOCKLANDS 3008,Docklands,O-Bento,4511,Cafes and Restaurants,Seats - Indoor,16,144.94674,-37.81383,POINT (144.946739 -37.81382669)
2019,1102,631646,631646,990 La Trobe Street DOCKLANDS 3008,Docklands,O-Bento,4511,Cafes and Restaurants,Seats - Outdoor,16,144.94674,-37.81383,POINT (144.946739 -37.81382669)
2019,1102,631646,631646,990 La Trobe Street DOCKLANDS 3008,Docklands,Cafenatics,4511,Cafes and Restaurants,Seats - Indoor,100,144.94674,-37.81383,POINT (144.946739 -37.81382669)
2019,1102,631646,631646,990 La Trobe Street DOCKLANDS 3008,Docklands,Cafenatics,4511,Cafes and Restaurants,Seats - Outdoor,20,144.94674,-37.81383,POINT (144.946739 -37.81382669)
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Cafe,4511,Cafes and Restaurants,Seats - Indoor,12,144.94747,-37.81649,POINT (144.9474709 -37.81648708)
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Cafe,4511,Cafes and Restaurants,Seats - Outdoor,20,144.94747,-37.81649,POINT (144.9474709 -37.81648708)
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Arena View Restaurant And Cafe,4511,Cafes and Restaurants,Seats - Indoor,2640,144.94747,-37.81649,POINT (144.9474709 -37.81648708)
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,The Medallion Club,4511,Cafes and Restaurants,Seats - Indoor,950,144.94747,-37.81649,POINT (144.9474709 -37.81648708)
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Arena View Restaurant And Cafe,4511,Cafes and Restaurants,Seats - Outdoor,16,144.94747,-37.81649,POINT (144.9474709 -37.81648708)
2019,1103,630705,573400,677-681 La Trobe Street DOCKLANDS 3008,Docklands,Peppers Docklands Hotel,4400,Accommodation,Seats - Outdoor,16,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,630705,573400,677-681 La Trobe Street DOCKLANDS 3008,Docklands,Peppers Docklands Hotel,4400,Accommodation,Seats - Indoor,48,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,669632,573400,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Bao's  Restaurant,4511,Cafes and Restaurants,Seats - Indoor,34,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,669632,573400,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Yummy Hut,4511,Cafes and Restaurants,Seats - Indoor,32,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,669632,573400,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Khaza Ghar,4511,Cafes and Restaurants,Seats - Indoor,19,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,669632,573400,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Cafe At 6,4511,Cafes and Restaurants,Seats - Indoor,20,144.94749,-37.81489,POINT (144.9474887 -37.81489076)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,Mr Grazier,4511,Cafes and Restaurants,Seats - Indoor,140,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,Story Coffee & Food Store,4511,Cafes and Restaurants,Seats - Indoor,16,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,Story Coffee & Food Store,4511,Cafes and Restaurants,Seats - Outdoor,12,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,In a Rush,4511,Cafes and Restaurants,Seats - Indoor,41,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,In a Rush,4511,Cafes and Restaurants,Seats - Outdoor,18,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
2019,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,90 Secondi,4511,Cafes and Restaurants,Seats - Indoor,75,144.94938,-37.81718,POINT (144.9493798 -37.81717768)
