name,address,suburb,industry,longitude,latitude,indoor,outdoor
Cafe Keyif,550-554 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95597,-37.82039,50,0
Flinders Kebab,532-536 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95644,-37.82024,17,0
Shonan Kamakura,532-536 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95644,-37.82024,43,0
Stand Up Cafe,524-528 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95676,-37.82027,2,0
Viva Kebabs,520-522 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95688,-37.82024,28,0
Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.95715,-37.82017,250,0
State Of Grace,27-31 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95695,-37.81976,116,0
Cherry & Twigs,547-555 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95584,-37.82002,24,0
Simply Spanish,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,50,25
El Rincon,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,20,20
Coffea Coffee,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,26,24
Romeo Takeaway Cafe,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,6,36
South Melbourne Dim Sims,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,0,49
Pizza @ QV,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,12,36
Cafe Verona,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,8,0
Q75,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,12,0
Josies Food Bar,133-159 Victoria Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,48,29
Market Espresso & Trolley Hire,83-129 Victoria Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,28,12
Invita,70 Therry Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,0,36
Cafe Victoria,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,38,24
Pickett's Deli & Rotisserie,507-523 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,27,42
Gozleme Cafe,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,10,20
Tribel Cafe,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,16,36
Canton Fast Food,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,8,0
Drums Cafe,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,10,0
Funk Fish,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,24,0
Roasted @ QVM,65-81 Victoria Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,12,0
Market Lane Cafe,133-159 Victoria Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,20,40
Merlo Coffee,66 Peel Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95769,-37.80724,12,16
Little League,50 Peel Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95769,-37.80724,18,0
Sushi Hub Elizabeth 2,473-481 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95978,-37.80782,28,0
Borek Bakehouse,473-481 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95978,-37.80782,0,8
Podok Rempah,487 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95979,-37.8076,45,6
Jasper Kitchen,489-499 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95963,-37.8075,60,6
Sung's Kitchen,114-122 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95892,-37.80822,78,0
Sarawak Kitchen,469 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95997,-37.80798,52,23
Tang's Spicy Hot Pot,471 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95995,-37.80794,34,14
Noodle House By Lao-Luangprabang,496-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96035,-37.8072,50,0
David's Spicy Hot Pot,452-472 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96062,-37.80784,57,24
Captain Melville,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96162,-37.80752,160,70
Podium,499-511 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96193,-37.80694,57,0
Pork Belly House Melbourne,483 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96209,-37.80729,24,0
Kass Kass,492-500 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95782,-37.81999,56,0
Riverside Deli & Coffee House,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95827,-37.81973,50,12
Williams Bar Cafe,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95951,-37.81943,100,16
Queen's Kebabs,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95747,-37.81953,22,0
Gami Chicken & Beer,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81953,80,0
King Curry,8-10 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95764,-37.81993,70,0
Viet Pho & Asian Cuisine,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95919,-37.8193,12,8
Hudson's Coffee,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95919,-37.8193,25,9
Kobab,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95919,-37.8193,12,8
Wing Loong Chinese Restaurant,506-516 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96019,-37.80671,60,18
Viet Soul,381-387 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96139,-37.81825,30,0
Tavistock House Cafe,381-387 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96139,-37.81825,35,40
Iseya Icecream Bar And Cafe,376-388 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96155,-37.81884,20,0
The Trust,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96042,-37.81865,450,0
Koffi Bar,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96178,-37.81823,36,0
Shiraaz at CBD Fine Indian Cuisine,22-38 William Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95997,-37.81878,90,0
Vacation,1-9 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97204,-37.81584,19,0
Bonnie Coffee Co,1-9 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97204,-37.81584,14,0
The Fair Trader Cafe (Kiosk),11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97173,-37.81546,33,0
The Fair Trader Cafe,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97173,-37.81546,100,0
The French Brasserie,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97173,-37.81546,85,15
Trinket,87-89 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97139,-37.81543,80,5
Swiss Club Restaurant,87-89 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97139,-37.81543,100,0
Garden State Hotel,95-101 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9711,-37.81553,326,0
Cafe Kinetic,103-105 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97096,-37.81557,100,12
Bullrun,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97083,-37.81561,119,30
Sake Restaurant and Bar,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97051,-37.81567,125,0
Chin Chin Restaurant,125-127 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9704,-37.81569,100,0
Meatball & Wine Bar,133-135 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97016,-37.81574,53,27
Coda Bar & Restaurant,141-143 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96988,-37.8158,80,0
The Duke of Wellington,142-148 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.97009,-37.81641,340,12
Cento Mani,138-140 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.97034,-37.81637,17,0
Desi Dhaba,134-136 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97043,-37.8163,90,0
Pastuso,104-112 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97116,-37.81601,170,0
A Hereford Beefstouw,100-102 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97137,-37.81594,125,0
Tonka Bar & Restaurant,96-98 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97148,-37.8159,120,0
Bowery to Williamsburg,10-20 Oliver Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97029,-37.81615,20,29
Lucy Liu's Kitchen & Bar,24-30 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9699,-37.816,100,0
Lee Ho Fook,11-15 Duckboard Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97132,-37.81559,70,0
Eau-De-Vie,84-94 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.97168,-37.81595,136,0
Fonda Flinders Lane,31-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97329,-37.8149,140,0
Cumulus Inc/Cumulus Up,37-45 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97313,-37.81494,141,0
Cecconi's Flinders Lane,61-73 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97251,-37.81506,180,12
Eastside,75-77 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97224,-37.81515,10,0
Felt Restaurant,26-30 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97359,-37.81529,40,0
The Truffula Seed Cafe,1-9 Spring Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97379,-37.81499,36,0
Tom Thumb Espresso,55 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97284,-37.81486,15,10
The Press Club,46-74 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97272,-37.81546,50,0
No 8 Exhibition Cafe,46-74 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97272,-37.81546,80,0
Gazi,46-74 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97272,-37.81546,160,0
Restaurant 1903,44-64 Spencer Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95478,-37.81973,75,0
Buddabah,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,26,72
Virgin Active Australia Pty Ltd,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,40,0
Stockroom567,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,90,0
Spudbar Collins Street 567,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,16,0
Guzman Y Gomez,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95572,-37.81902,0,11
Isshin Healthy Food,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,0,18
Black Rice,559-587 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95572,-37.81902,44,30
Bonnie Coffee Brewers,487-503 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95812,-37.81854,10,12
Alluvial Restaurant,487-503 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95812,-37.81854,110,0
Market Lane Bar,487-503 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.95812,-37.81854,50,0
Merchant Osteria Veneta,487-503 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95812,-37.81854,140,0
Bluestone Wine Lounge,487-503 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.95812,-37.81854,10,0
Vue De Monde,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81865,30,0
St Ali Mercedes Me,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81865,122,0
Rare Steakhouse,42-44 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95732,-37.81918,110,0
The Old Chamber,389-399 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96143,-37.81731,52,0
Natural History Bar & Grill,401-403 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96121,-37.81737,150,26
Bluebag,405-407 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96111,-37.81745,18,6
The Sherlock Holmes Inn,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96087,-37.81747,150,0
Ms Collins,419-429 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96065,-37.81753,100,0
Oak & Vine Bar,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96082,-37.81778,120,0
Oak & Vine Restaurant,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96082,-37.81778,68,0
Mionma,42-52 Market Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96082,-37.81805,36,0
Long Macc on Queens,43-51 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96161,-37.81774,24,0
Harley House,69-73 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.97135,-37.81434,90,0
Sushi Land,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.97082,-37.81487,10,10
Pezzo,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97082,-37.81487,50,0
Barista 101,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97082,-37.81487,38,10
Il Solito Posto,107-113 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97026,-37.81469,70,0
Philippe,115-119 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97001,-37.81474,96,0
Collins Kitchen,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96988,-37.81508,360,0
Blue Bag,41-43 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97158,-37.81502,14,10
Howitt House,1-9 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97372,-37.81372,30,12
Mamasita,11 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97346,-37.81377,72,0
Uncle Collins St,13-15 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97335,-37.81383,125,0
Pope Joan,25-45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,80,40
Great Space Cafe,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,65,27
Asian Pavillion,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,14,13
Rush Sushi,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.97263,-37.81431,16,0
Sofi's Lounge,25-45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,140,0
No35,25-45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,200,0
The Atrium on 35,25-45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,150,0
Roll'd Collins Place,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.97263,-37.81431,30,0
Laurent,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,54,0
Kenzan Japanese Restaurant,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97263,-37.81431,100,0
Di Stasio Citta,35-47 Spring Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.97395,-37.8142,85,0
Southern Xross Kebabs,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95435,-37.81868,12,0
Purple Peanuts Japanese Cafe,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95435,-37.81868,14,18
Pallet Espresso,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95435,-37.81868,20,3
Choix Creperie Cafe,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95435,-37.81868,16,6
Chick-In,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95435,-37.81868,32,4
Cafe Eurasia,582-606 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95494,-37.8185,40,14
Perk Up Cafe Burger Bar,608-610 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95457,-37.81861,15,18
Dumpling World,608-610 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95457,-37.81861,80,0
Miss Siam,568-580 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95542,-37.81837,12,0
The Bottom End,577-583 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.95561,-37.81783,70,0
Pho n Roll,585-587 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95544,-37.81787,20,8
Brim CC,601-611 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9549,-37.81803,14,6
Spicy Korean,601-611 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9549,-37.81803,38,12
Apna Desi Indian Restaurant & Grocery,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95436,-37.81818,20,0
In Zone Cafe,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95436,-37.81818,44,4
Smoothme Supafood Bar,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95436,-37.81818,8,0
Piccolo Me,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95436,-37.81818,80,0
Fourteen On 3,522-534 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95681,-37.8177,66,0
Feast @ 520,516-520 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95726,-37.81781,42,20
Kantina Kartel,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81757,100,22
Henry & The Fox,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81757,181,100
Express Kartel,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95747,-37.81757,8,16
Cafenatics On Church,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95747,-37.81757,47,0
Yuzu Cafe & Cuisine,480-490 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95797,-37.81764,120,0
Royal Stacks,468-478 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95833,-37.81754,110,12
Saving Grace,505-515 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9578,-37.8172,50,0
In A Rush,505-515 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9578,-37.8172,10,36
Culpa Espresso,91-97 William Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95852,-37.81712,4,0
